column_1,column_2,column_3,column_4,column_5
424,Aaron Drews,Associate Teaching Professor,Chemical and Nano Engineering,UC San Diego
425,Yuhua Zhu,Assistant Professor,Department of Statistics and Data Science,UCLA
426,Xiaowu Dai,Assistant Professor,Statistics and Data Science,UCLA
427,Sergey Syzranov,Associate Professor,Physics,UC Santa Cruz
428,Bhargav Rallabandi,Associate Professor,Mechanical Engineering,UC Riverside
429,Stefano Schiavon,Professor,Architecture / Civil and Environmental Engineering /,UC Berkeley
430,Joseph Hennawi,Professor,Physics,UC Santa Barbara
431,Jeremy Mason,Associate Processor,Materials Science and Engineering,UC Davis
432,Brian Davern Wright,Professor of the Graduate School,Agricultural and Resource Economics,UC Berkeley
433,Oleg Gleizer,Director of UCLA Math Circle/Lecturer,Mathematics,UCLA
434,Larry Karp,Professor,Agriculture and Resource Economics,UC Berkeley
435,David Baqaee,Professor,Economics,UCLA
436,Stefano Carpin,Professor,Computer Science and Engineering,UC Merced
437,C. William McCurdy,Distinguished Professor Emeritus,Chemistry,UC Davis
438,Jiun-Shyan Chen,Professor,Structural Engineering,UC San Diego
439,Xi Dong,Associate Professor,Physics,UC Santa Barbara
440,Robert Sah,Professor,Bioengineering,UC San Diego
441,Ramon Weber,Assistant Professor,Architecture,UC Berkeley
442,Nicholas Ng,Professor,Economics,UC Berkeley
443,Pamela Cosman,Distinguished Professor and Chair,Electrical and Computer Engineering,UC San Diego
444,Lu Liang,Associate professor,Landscape Architecture and Environmental Planning,UC Berkeley
445,Michael Marletta,Professor,Chemistry and MCB,UC Berkeley
446,Drew Hall,Professor,Electrical and Computer Engineering,UC San Diego
447,Farinaz Koushanfar,Professor,Electrical and Computer Engineering,UC San Diego
448,Vassilis Tsotras,Distinguished Professor,Computer Science and Engineering,UC Riverside
449,Li Cai,Professor,CRESST,UCLA
450,Santosh Chandrasekhar,Assistant Teaching Professor,Computer Science and Engineering,UC Merced
451,Adriana Lleras-Muney,Professor,Economics,UCLA
452,Noah A. Rubin,Assistant Professor,Electrical and Computer Engineering,UC San Diego
453,Aaswath Raman,Associate Professor,Materials Science and Engineering,UCLA
454,William H. Grover,Associate Professor,Bioengineering,UC Riverside
455,Gregory Beran,Professor,Chemistry,UC Riverside
456,Ertem Tuncel,Professor,Electrical and Computer Engineering,UC Riverside
457,Abdoulaye Ndao,Associate Professor,ECE,UC San Diego
458,Tim Tait,Chancellor's Professor,Physics & Astronomy,UC Irvine
459,Xiaohui Xie,Professor,Computer Science,UC Irvine
460,Tse Nga Ng,Professor,ECE,UC San Diego
461,Dimitrios Zekkos,Professor,Civil and Environmental Engineering,UC Berkeley
462,Shachar Lovett,Professor,Computer Science and Engineering,UC San Diego
463,Truong Nguyen,Professor,Electrical and Computer Engineering,UC San Diego
464,Francisco Zaera,Distinguished Professor,Chemistry,UC Riverside
465,Georgios Koutroulakis,Associate Teaching Professor,Physics,UC Santa Barbara
466,Ian Galton,Professor,Electrical and Computer Engineering,UC San Diego
467,Michael Dine,Distinguished Professor Emeritus,Physics,UC Santa Cruz
468,Omar Saleh,Professor,Materials,UC Santa Barbara
469,Christopher John Bardeen,Professor,Chemistry,UC Riverside
470,Manisha Shah,Professor,Agricultural and Resource Economics,UC Berkeley
471,Subhash Risbud,Professor,Engineering,UC Davis
472,Daniel Green,Associate Professor,Physics,UC San Diego
473,Raya Feldman,Associate Professor,Statistics and Applied Probability,UC Santa Barbara
474,Andrew Jayich,Associate Professor,Physics,UC Santa Barbara
475,Tarun Grover,Associate Professor,Physics,UC San Diego
476,Yiorgos Makris,Professor,Electrical and Computer Engineering,UC San Diego
477,Wolf-Dietrich Heyer,Distinguished Professor and Chair,Microbiology and Molecular Genetics,UC Davis
478,Beth Klein,Researcher,Physics and Astronomy,UCLA
479,Scott C Dawson,Professor,Microbiology and Molecular Genetics,UC Davis
480,Gabriel Rebeiz,Professor,ECE,UC San Diego
481,Su-Ju Lin,Professor,Microbiology and Molecular Genetics,UC Davis
482,Patrick Mercier,Professor,Electrical and Computer Engineering,UC San Diego
483,Davide Donadio,Professor,Chemistry,UC Davis
484,Yael Sharvit,Professor,Linguistics,UCLA
485,Priya Shah,Associate Professor,"Chemical Engineering, Microbiology and Molecular Genetics",UC Davis
486,Lifeng Xu,Associate Professor,Microbiology & Molecular Genetics,UC Davis
487,Mark Rodwell,Professor,Electrical and Computer Engineering,UC Santa Barbara
488,Richard Sander,Dukeminier Distinguished Professor,Law,UCLA
489,Daniel Sievenpiper,Professor,Electrical and Computer Engineering,UC San Diego
490,Ian Krajbich,Professor,Psychology,UCLA
491,Sabeeha Merchant,Professor,Molecular and Cell Biology,UC Berkeley
492,Rajeev Sahay,Assistant Teaching Professor,Electrical and Computer Engineering,UC San Diego
493,James Buckwalter,Professor,Electrical and Computer Engineering,UC Santa Barbara
494,Arshad Desai,Professor,Cell & Developmental Biology,UC San Diego
495,Ethan Bier,Professor,Cell and Developmental Biology,UC San Diego
496,Uri Manor,Associate Professor,Cell & Developmental Biology,UC San Diego
497,Andreas Ernst,Assistant Professor,Cell & Developmental Biology,UC San Diego
498,Lisa McDonnell,Teaching Professor,"Cell & Developmental Biology, School of Biological Sciences",UC San Diego
499,Enfu Hui,Professor,Cell and Developmental Biology,UC San Diego
500,Gregory M Marcus,Professor,Medicine (Cardiology),UC San Francisco
501,Yinmin (Morris) Wang,Professor,Materials Science and Engineering,UCLA
502,James Sallee,Professor,Agricultural and Resource Economics,UC Berkeley
503,Xu Chen,Associate Professor,Neurosciences,UC San Diego
504,Anthony C Fisher,Professor Emeritus,Agricultural and Resource Economics,UC Berkeley
505,Andrea Young,Professor,Physics,UC Santa Barbara
506,James Cooke,Teaching Professor,Neurobiology,UC San Diego
507,Shaochen Chen,Professor,Chemical and Nano Engineering,UC San Diego
508,Pascal Gagneux,Professor,Pathology and Anthropology,UC San Diego
509,Luke Theogarajan,Professor & Chair,ECE,UC Santa Barbara
510,David Limmer,Professor,Chemistry,UC Berkeley
511,Kam Yin Lau,Professor Emeritus,EECS,UC Berkeley
512,Eugene Chiang,Professor,Astronomy,UC Berkeley
513,Hannah Shafaat,Professor,Chemistry and Biochemistry,UCLA
514,David Caratelli,Assistant Professor,Physics,UC Santa Barbara
515,Elsa Cleland,Professor and Chair,"Ecology, Behavior & Evolution",UC San Diego
516,Monica Vazirani,Professor,Mathematics,UC Davis
517,Justin Meyer,Professor,"Ecology, Behavior and Evolution",UC San Diego
518,Steven Swanson,Professor,Computer Science and Engineering,UC San Diego
519,Yufei Ding,Associate Professor,CSE,UC San Diego
520,Linlin Zhao,Associate Professor,Chemistry,UC Riverside
521,Ranjit Jhala,Professor,Computer Science and Engineering,UC San Diego
522,W. Hill Harman,Associate Professor,Chemistry,UC Riverside
523,Alex Orailoglu,Professor,Computer Science & Engineering,UC San Diego
524,Kevin Kou,Assistant Professor,Chemistry,UC Riverside
525,Dan Gianola,Professor,Materials,UC Santa Barbara
526,Dan Romik,Professor,Mathematics,UC Davis
527,Sara Jackrel,Assistant Professor,"Ecology, Behavior and Evolution",UC San Diego
528,Trevor Bolduc,Assistant Professor of Teaching,Chemistry,UC Riverside
529,Patrick Rohner,Assistant Professor,"Department of Ecology, Behavior, and Evolution",UC San Diego
530,Jill Wildonger,Professor,"Pediatrics, Cell & Developmental Biology",UC San Diego
531,Liangfang Zhang,Professor,Chemical and Nano Engineering,UC San Diego
532,Scott Rifkin,Associate Professor,"Ecology, Behavior, and Evolution",UC San Diego
533,Deborah Yelon,Professor,Cell & Developmental Biology,UC San Diego
534,Stefan Llewellyn Smith,Chair,Mechanical and Aerospace Engineering,UC San Diego
535,Renkun Chen,Professor,Mechanical and Aerospace Engineering,UC San Diego
536,Everett Lipman,Associate Professor,Physics,UC Santa Barbara
537,Yingnian Wu,Professor,Statistics and Data Science,UCLA
538,Christopher Day,Assistant Teaching Professor,Molecular Biology,UC San Diego
539,Austin Hedeman,Lecturer,Physics,UC Berkeley
540,Tianhao Wang,Assistant Professor,HDSI,UC San Diego
541,Jinyong Liu,Associate Professor,Chemical and Environmental Engineering,UC Riverside
542,Arun Kumar,Associate Professor,CSE and HDSI,UC San Diego
543,Aobo Li,Assistant Professor,Data Science & Physics,UC San Diego
544,Curt Schurgers,Teaching Professor,Electrical and Computer Engineering,UC San Diego
545,Avi Yagil,Professor,Physics,UC San Diego
546,Sergei Krasheninnikov,Professor,MAE,UC San Diego
547,Sean Collins,Associate Professor,Microbiology & Molecular Genetics,UC Davis
548,Jaimie Arona Krems,Associate Professor,Psychology,UCLA
549,Phillip Kerger,Assistant Teaching Professor,Industrial Engineering and Operations Research,UC Berkeley
550,Miroslav Krstic,Distinguished Professor,Mechanical and Aerospace Engineering,UC San Diego
551,Per Kraus,Professor,Physics and Astronomy,UCLA
552,Janine Tiefenbruck,Continuing Lecturer,Data Science,UC San Diego
553,Claire Meaders,Associate Teaching Professor,Cell & Developmental Biology,UC San Diego
554,Omar Akbari,Professor,Cell and Developmental Biology,UC San Diego
555,James C. McWilliams,Professor,Atmospheric and Oceanic Sciences,UCLA
556,Ramamohan Paturi,Professor,Department of Computer Science and Engineering,UC San Diego
557,Raphaele Clement,Associate Professor,Materials,UC Santa Barbara
558,Sanjay R Singh,Associate Professor,Economics,UC Davis
559,Albert Hsiao,Professor,"Radiology, Data Science",UC San Diego
560,Satish Rao,Professor,EECS,UC Berkeley
561,Amy Furniss,Associate Professor,Physics,UC Santa Cruz
562,Don Blasius,Distinguished Professor,Mathematics,UCLA
563,Joel P. Conte,Professor,Structural Engineering,UC San Diego
564,Kurt M Cuffey,Professor,"Geography, Earth and Planetary Science",UC Berkeley
565,Sharon Oselin,Professor,Public policy,UC Riverside
566,James McKernan,Professor,Mathematics,UC San Diego
567,Benjamin Grinstein,Professor,Physics,UC San Diego
568,Elham Izadi,Professor,Mathematics,UC San Diego
569,Jonathan D Bray,Distinguished Professor,Civil and Environmental Engineering,UC Berkeley
570,J Lawrence Broz,Professor,Political Science,UC San Diego
571,Nicholas Sitar,Distinguished Professor Emeritus,Civil and Environmental Engineering,UC Berkeley
572,Paul Cao,Lecturer,Computer Science & Engineering,UC San Diego
573,Ananya Renuka Balakrishna,Assistant Professor,Materials,UC Santa Barbara
574,David Wiens,Professor,Political science,UC San Diego
575,Samuel Kernell,Emeritus Distinguished Professor,Political Science,UC San Diego
576,Maysa Nichter,Assistant Teaching Professor,Political Science,UC San Diego
577,Andrew Minor,Professor,Materials Science and Engineering,UC Berkeley
578,Maximilian Auffhammer,Professor,Agricultural and Resource Economics,UC Berkeley
579,Shu Chien,University Professor Emeritus,Bioengineering and Medicine,UC San Diego
580,Vlado Lubarda,Distinguished Professor of Teaching,Chemical and Nano Engineering,UC San Diego
581,Scott Desposato,Professor,Political Science,UC San Diego
582,Eric Fullerton,Professor,ECE,UC San Diego
583,Alexandre Mas,Professor,Haas School of Business,UC Berkeley
584,Alex Chaim,Assistant Professor,Cell and Developmental Biology,UC San Diego
585,Yusu Wang,Professor,Halicioglu Data Science Institute,UC San Diego
586,Zheng Chen,Professor,Chemical and Nano Engineering,UC San Diego
587,Mark Myers,Professor IR,Psychiatry,UC San Diego
588,Harishankar Manikantan,Associate Professor,Chemical Engineering,UC Davis
589,Jian Luo,Professor,Chemical and Nano Engineering,UC San Diego
590,John Harter,Associate Professor,Materials,UC Santa Barbara
591,Jonathan Shurin,Professor,"Ecology, Behavior and Evolution",UC San Diego
592,Salvador Mayoral,Associate Professor of Teaching,Mechanical Engineering,UC Riverside
593,Jesse Jokerst,Professor,Aiiso Yufeng Li Family Department of Chemical and Nano Engineering,UC San Diego
594,John Owens,Professor,Electrical and Computer Engineering,UC Davis
595,Olivia A. Graeve,Professor,Mechanical and Aerospace Engineering,UC San Diego
596,Umesh Vazirani,Professor,Computer Science,UC Berkeley
597,Martie Haselton,Professor,"Communication, Psychology",UCLA
598,Jeremy Thorner,"Disinguished Professor Emeritus of Biochemistry, Biophysics & Structural Biology",Department of Molecular and Cell Biology,UC Berkeley
599,Déborah A. Blocker,Professor,French,UC Berkeley
600,Philip B. Stark,Distinguished Professor,Statistics,UC Berkeley
601,Stephanie Fraley,Professor,Bioengineering,UC San Diego
602,Steve Tadelis,Professor,Haas School of Business,UC Berkeley
603,Michael Storper,Distinguished Professor,Meyer and Renee Luskin School of Public Affairs,UCLA
604,Elaheh Ahmadi,"Associate Professor, Vice Chair",ECE,UC Santa Barbara
605,Anthony D Long,Professor,Systems Biology/School of Biological Sciences,UC Irvine
606,John Watson,Professor Emeritus,Bioengineering,UC San Diego
607,Kristie A Boering,Professor,Chemistry/Earth & Planetary Science,UC Berkeley
608,Kirill Shtengel,Professor,Physics and Astronomy,UC Riverside
609,Mikio Aoi,Assistant Professor,Neurobiology & Halıcıoğlu Data Science Institute,UC San Diego
610,Jingsong Zhang,Professor,Chemistry,UC Riverside
611,Yogananda Isukapalli,Teaching Professor,ECE,UC Santa Barbara
612,Victor Vianu,Distinguished Professor Emeritus,Computer Science and Engineering,UC San Diego
613,Benjamin Williams,Professor,Electrical and Computer Engineering,UCLA
614,Jim Wilhelm,Professor,Cell & Developmental Biology,UC San Diego
615,Hung V Pham,Associate Adjunct Professor,Chemistry & Biochemistry,UCLA
616,Mingyu Cai,Assistant Professor,Mechanical Engineering,UC Riverside
617,Nikita Zhivotovskiy,Assistant Professor,Statistics,UC Berkeley
618,Jose M Ranz,Professor,EEB & SysBio,UC Irvine
619,Boris Kramer,Associate Professor,Mechanical and Aerospace Engineering,UC San Diego
620,Umberto Mignozzetti,Assistant Teaching Professor,Political Science,UC San Diego
621,Joel Zylberberg,Associate Professor,Ophthalmology,UCLA
622,Warren E. Pickett,Distinguished Professor Emeritus,Physics and Astronomy,UC Davis
623,Ester Kwon,Associate Professor,Bioengineering,UC San Diego
624,Hai-Bo Yu,Professor,Physics and Astronomy,UC Riverside
625,Keefe Reuther,Assistant Teaching Professor,"Ecology, Behavior and Evolution",UC San Diego
626,Emily Troemel,Professor,Cell and Developmental Biology,UC San Diego
627,Susan Mazer,Professor,"Ecology, Evolution & Marine Biology",UC Santa Barbara
628,Stefano DellaVigna,Professor,Economics,UC Berkeley
629,Guani Wu,Continuing Lecturer,Statistics & Data Science,UCLA
630,Amir Saeidi,Assistant Professor of Teaching,Materials Science and Engineering,UC Davis
631,Dmitry Taubinsky,Associate Professor,Economics,UC Berkeley
632,Yuriy Gorodnichenko,Professor,Economics,UC Berkeley
633,Aaron Meyer,Associate Professor,Bioengineering,UCLA
634,Shou-Wei Ding,Professor,Microbiology and Plant Pathology,UC Riverside
635,Siavash Mir Arabbaygi,Professor,Electrical and Computer Engineering,UC San Diego
636,Swapan Chaterji,Faculty Lecturer,Physics,UC Berkeley
637,Nathan Delson,Senior Teaching Professor,Mechanical and Aerospace Engineering,UC San Diego
638,Kent Griffith,Assistant Professor,Department of Chemistry,UC San Diego
639,Bjørn Kjos-Hanssen,Visiting Associate Professor (formerly),Mathematics,UC San Diego
640,Aaron Edlin,Professor,Economics and Law,UC Berkeley
641,Ramtin Pedarsani,Associate Professor,ECE,UC Santa Barbara
642,David Fenning,Professor,Chemical and Nano Engineering,UC San Diego
643,Ruoxue Yan,Associate Professor,Chemical and Environmental Engineering,UC Riverside
644,William M. McEneaney,Professor,Mechanical and Aerospace Engineering,UC San Diego
645,Kesong Yang,Professor,Department of Chemical and Nano Engineering,UC San Diego
646,Arya Mazumdar,Professor,Halicioglu School of Data Science and Computing,UC San Diego
647,Sylvia Herbert,Associate Professor,Mechanical and Aerospace Engineering,UC San Diego
648,Yasamin Mostofi,Professor,Electrical and Computer Engineering,UC Santa Barbara
649,Supreet Kaur,Associate Professor,Economics,UC Berkeley
650,Branislav Slantchev,Professor,Political Science,UC San Diego
651,Nirvikar Singh,Distinguished Professor,Economics,UC Santa Cruz
652,Edward Miguel,Professor,Economics,UC Berkeley
653,Forrest Brewer,Professor,ECE,UC Santa Barbara
654,Hooman Rashtian,Associate Professor of Teaching,Electrical and Computer Engineering,UC Davis
655,Scott Klemmer,Professor,Cognitive Science and CSE,UC San Diego
656,David Cocker,Chair,Chemical and Environmental Engineering,UC Riverside
657,Michael Ludkovski,Professor,Statistics & Applied Probability,UC Santa Barbara
658,Shivkumar Chandrasekaran,Professor,Electrical & Computer Engineering,UC Santa Barbara
659,Julia Schaletzky,Assistant Professor,MCB,UC Berkeley
660,Nanpeng Yu,Professor,Electrical and Computer Engineering,UC Riverside
661,Stephen Wilson,Professor,Materials,UC Santa Barbara
662,Hamed Mohsenian-Rad,Professor,Electrical and Computer Engineering,UC Riverside
663,Hyoseung Kim,Associate Professor,Electrical and Computer Engineering,UC Riverside
664,Shaolei Ren,Associate Professor,Engineering,UC Riverside
665,Daniel Grier,Assistant Professor,CSE and Mathematics,UC San Diego
666,Chia-en Chang,Professor,Chemistry,UC Riverside
667,Roger Lake,Professor and Vice-Chair,Electrical and Computer Engineering,UC Riverside
668,Joel L. Sachs,Professor & Chair,EEOB,UC Riverside
669,Daniel Wong,Associate Professor,Electrical and Computer Engineering,UC Riverside
670,Jennifer Listgarten,Professor,EECS,UC Berkeley
671,Demian Pouzo,Professor,Economics,UC Berkeley
672,John DeNero,Teaching Professor,Electrical Engineering and Computer Sciences,UC Berkeley
673,Steven Helfand,Professor,Economics,UC Riverside
674,Mark Sherwin,Professor,Physics,UC Santa Barbara
675,Roman Chomko,Associate Professor of Teaching,Electrical and Computer Engineering,UC Riverside
676,Romain Wacziarg,Professor,Anderson Graduate School of Management,UCLA
677,Upamanyu Madhow,Distinguished Professor,Electrical and Computer Engineering,UC Santa Barbara
678,Anil Aswani,Professor,Industrial Engineering & Operations Research,UC Berkeley
679,Emily Grossman,Continuing Lecturer,Biological Sciences,UC San Diego
680,Kim Green,Professor,Neurobiology and Behavior,UC Irvine
681,Andres Rodriguez-Clare,Professor,Economics,UC Berkeley
682,Dawn Holmes,Teaching Professor,Statistics and Applied Probability,UC Santa Barbara
683,Kyle Handley,Professor of Economics,School of Global Policy and Strategy,UC San Diego
684,Sofie Reda Salama,Professor,"Molecular, Cell & Developmental Biology",UC Santa Cruz
685,Zhu Wang,Professor,MCD Biology,UC Santa Cruz
686,Diana Rennison,Associate Professor,Ecology Behavior & Evolution,UC San Diego
687,Jean-Pierre Fouque,Distinguished Professor,Statistics and Applied Probability,UC Santa Barbara
688,Martha Zúñiga,Professor,MCD Biology,UC Santa Cruz
689,Paul Niehaus,Professor,Economics,UC San Diego
690,Andrew W Reddie,Associate Research Professor,Goldman School of Public Policy,UC Berkeley
691,Pradeep Sen,Professor,Electrical and Computer Engineering,UC Santa Barbara
692,Hans Wenzl,Professor,Mathematics,UC San Diego
693,Guo Yu,Assistant Professor,Statistics and Applied Probability,UC Santa Barbara
694,Itay Budin,Associate Professor,Biochemistry and Molecular Biophysics,UC San Diego
695,Andrea S Carlini,Assistant Professor,Chemistry & Biochemistry,UC Santa Barbara
696,Rebecca Abergel,Professor,Nuclear Engineering,UC Berkeley
697,Peng Wei,Associate Professor,Department of Physics and Astronomy,UC Riverside
698,Giacomo Lanzani,Assistant Professor,Economics,UC Berkeley
699,J.J. Emerson,Professor,Systems Biology,UC Irvine
700,Julie Berry Cullen,Professor,Economics,UC San Diego
701,Mike Palazzolo,Associate Professor,Graduate School of Management,UC Davis
702,Liming Zhang,Professor,Chemistry and Biochemistry,UC Santa Barbara
703,Nhan Nguyen,Lecturer,Aerospace Enginering,UC Berkeley
704,Michael Leon,Professor emeritus (recalled),Neurobiology and Behavior,UC Irvine
705,Shobhana Murali Stoyanov,Lecturer,Statistics,UC Berkeley
706,Michael Felix Crommie,Professor,Physics,UC Berkeley
707,Quanquan Gu,Associate Professor,Computer Science,UCLA
708,Christina Schneider,Professor,Political Science,UC San Diego
709,Michael DeWeese,Professor,Physics & Neuroscience,UC Berkeley
710,Yury Kolomensky,Professor,Physics,UC Berkeley
711,Hirotaka Tamanoi,Professor,Mathematics,UC Santa Cruz
712,William H. Casey,"Distinguished Professor, Emeritus","Chemistry, Earth and Planetary Sciences",UC Davis
713,Anton Gorodetski,Professor,Mathematics,UC Irvine
714,Richard McKenney,Professor,Molecular and Cellular Biology,UC Davis
715,Martin Monti,Professor,Psychology,UCLA
716,Annie Qu,Professor,Statistics and Applied Probability,UC Santa Barbara
717,Allon Hochbaum,Associate Professor,Materials Science and Engineering,UC Irvine
718,Gautam Rao,Associate Professor,Economics and Business,UC Berkeley
719,Jelani Nelson,Chair,EECS,UC Berkeley
720,Donald M Marolf,Professor,Physics,UC Berkeley
721,Peter Bartlett,Professor of the Graduate School,Statistics and EECS,UC Berkeley
722,Raquel Prado,Professor,Statistics,UC Santa Cruz
723,Yasunori Nomura,Professor,Physics,UC Berkeley
724,Angxiu Ni,Assistant Professor,Mathematics,UC Irvine
725,Yun S. Song,Professor,EECS and Statistics,UC Berkeley
726,Xi Chen,Associate Professor,Electrical and Computer Engineering,UC Riverside
727,Eric Vigoda,Professor,Computer Science,UC Santa Barbara
728,Gopala Anumanchipalli,Assistant Professor,EECS,UC Berkeley
729,Eric Wang,Assistant Professor,Computer Science,UC Santa Barbara
730,Veronika Hubeny,Professor,Physics & Astronomy,UC Davis
731,George Bulman,Associate Professor,Economics,UC Santa Cruz
732,Laura Giuliano,Professor,Economics,UC Santa Cruz
733,Teofilo F Gonzalez,Professor Emeritus,Computer Science,UC Santa Barbara
734,Jianwen Su,Professor,Computer Science,UC Santa Barbara
735,Omer Egecioglu,Professor Emeritus,Computer Science,UC Santa Barbara
736,Justin Marion,Professor,Economics,UC Santa Cruz
737,C. Seshadhri,Professor,Computer Science and Engineering,UC Santa Cruz
738,Doris Y Tsao,Professor,Neuroscience,UC Berkeley
739,Tobin Hammer,Assistant Professor,Ecology and Evolutionary Biology,UC Irvine
740,Frederic Gibou,Professor,Mechanical Engineering - Computer Science,UC Santa Barbara
741,Patrick H Diamond,Professor,Astronomy &Astrophysics;Physics,UC San Diego
742,Christopher Kruegel,Professor,Computer Science,UC Santa Barbara
743,Jeremy Sanford,Professor and Chair,MCD Biology,UC Santa Cruz
744,Sarah Kurtz,Distinguished Professor,Electrical Engineering,UC Merced
745,Bernard Kirtman,Distinguished Professor,Chemistry and Biochemistry,UC Santa Barbara
746,Soojin Yi,Professor,"Ecology, Evolution, and Marine Biology",UC Santa Barbara
747,Lee-Ping Wang,Associate Professor,Chemistry,UC Davis
748,Martine Schlag,Professor Emerita,Computer Science and Engineering,UC Santa Cruz
749,Xifeng Yan,Professor,Computer Science,UC Santa Barbara
750,Hinrich Boeger,Professor,"Molecular, Cell, and Developmental Biology",UC Santa Cruz
751,Ani Adhikari,Teaching Professor,Statistics,UC Berkeley
752,Kenneth Intriligator,Distinguished Professor,Physics,UC San Diego
753,Dan Garcia,Teaching Professor,EECS,UC Berkeley
754,Ellie Armstrong,Assistant Professor,EEOB,UC Riverside
755,Gireeja Ranade,Associate Teaching Professor,Electrical Engineering and Computer Sciences,UC Berkeley
756,Kieran Samuk,Assistant Professor,"Evolution, Ecology, and Organismal Biology",UC Riverside
757,Alessandra Pantano,Professor of Teahcing,Mathematics,UC Irvine
758,Amro Hamdoun,Professor,SIO,UC San Diego
759,Wei Wang,Chair,Computer Science,UCLA
760,Jacqueline Kimmey,Assistant Professor,Microbiology and Environmental Toxicology,UC Santa Cruz
761,Hartmut Haeffner,Professor,Physics,UC Berkeley
762,Chung-Pei Ma,Distinguished Professor,"Astronomy, Physics",UC Berkeley
763,Stuart J Russell,Professor,EECS,UC Berkeley
764,Sylvia Ratnasamy,Professor,EECS,UC Berkeley
765,Kunxin Luo,Professor,Molecular and Cell Biology,UC Berkeley
766,Ion Stoica,Professor,EECS,UC Berkeley
767,Robert Grayson Littlejohn,Professor Emeritus,Physics,UC Berkeley
768,Roya Bahreini,Professor,Environmental Sciences,UC Riverside
769,Kam-Biu Luk,Distinguished Professor of the Graduate School,Physics,UC Berkeley
770,Konstantinos Karydis,Associate Professor,Electrical and Computer Engineering,UC Riverside
771,Karthik Muralidharan,Professor,Economics,UC San Diego
772,Enrico Moretti,Professor,Economics,UC Berkeley
773,Helen Regan,Professor,"Evolution, Ecology, and Organismal Biology",UC Riverside
774,David Doty,Professor,Computer Science,UC Davis
775,Zijian Yao,Assistant Professor,Mathematics,UC Santa Barbara
776,Stuart D. Bale,Professor,Physics,UC Berkeley
777,Nicholas Boechler,Professor,Mechanical and Aerospace Engineering,UC San Diego
778,Heather Gray,Associate Professor,Physics,UC Berkeley
779,Matthew P. Sherburne,Lecturer,Materials Science and Engineering,UC Berkeley
780,Sergey Kryazhimskiy,Associate Professor,"Ecology, Behavior and Evolution",UC San Diego
781,Morris Ang,Assistant Professor,Mathematics,UC San Diego
782,David Patterson,Professor Emeritus,Computer Science,UC Berkeley
783,Tom Vogl,Associate Professor,Economics,UC San Diego
784,Jan Kleissl,Professor,Mechanical and Aerospace Engineering,UC San Diego
785,Liz Hetherington,Assistant Teaching Prof,SIO,UC San Diego
786,Santiago Ramirez,Professor,Evolution and Ecology,UC Davis
787,Paul H. Siegel,Distinguished Professor,Electrical and Computer Engineering,UC San Diego
788,Elbridge Gerry Puckett,Professor,Mathematics,UC Davis
789,Feng Wang,Professor of Physics,Physics,UC Berkeley
790,Tianyu Zhang,Assistant Professor,Statistics and Applied Probabilirt,UC Santa Barbara
791,Erik Romero,Asst Prof,Chemistry,UC San Diego
792,Harish S. Bhat,Professor,Applied Mathematics,UC Merced
793,P. Alex Greaney,Associate Professor,Mechanical Engineering,UC Riverside
794,Lee Bardwell,Professor,Developmental and Cell Biology,UC Irvine
795,Artyom Kopp,Professor,Evolution and Ecology,UC Davis
796,Linda Petzold,Professor,Mechanical Engineering,UC Santa Barbara
797,George Tynan,Professor Emeritus,Mechanical and Aerospace engineering,UC San Diego
798,John Harte,Professor of the Graduate School,Energy and Resources,UC Berkeley
799,Jonathan Feng,Distinguished Professor,Physics and Astronomy,UC Irvine
800,James D. Hamilton,Professor,Economics,UC San Diego
801,Robert Zeithammer,Professor,Management,UCLA
802,Daniel Arovas,Professor,Physics,UC San Diego
803,Alan J. Fridlund,Professor,Psychological & Brain Sciences,UC Santa Barbara
804,John Eldon,Lecturer,"ECE, CSE",UC San Diego
805,Anne Britt,"Professor Emeritus, and Former Chair, Admissions Policy Committee",Plant Biology,UC Davis
806,Kassandra Ori-McKenney,Associate Professor,Molecular and Cellular Biology,UC Davis
807,Qinglan Xia,Professor,Mathematics,UC Davis
808,John Wawrzynek,"Chair, Computer Science Division",Electrical Engineering and Computer Sciences,UC Berkeley
809,Jawdat Al-Bassam,Associate Professor,Molecular Cellular Biology,UC Davis
810,Hadi Esmaeilzadeh,Professor & Halicioğlu Chair in Computer Architecture,Computer Science and Engineering,UC San Diego
811,Morgan Gainer,Assistant Teaching Professor,Chemistry and Biochemistry,UC Santa Barbara
812,Scott Beamer,Associate Professor,Computer Science and Engineering,UC Santa Cruz
813,Edward A. Lee,"Distinguished Professor Emeritus and Former Chair, EECS",EECS,UC Berkeley
814,Esteban C. Dell’Angelica,Professor,Human Genetics,UCLA
815,Jeremy West,Associate Professor,Economics,UC Santa Cruz
816,Dean Tullsen,Professor,Computer Science and Engineering,UC San Diego
817,David Harrison,Assistant teaching professor,Computer Science & Engineering,UC Santa Cruz
818,Weitao Chen,Associate Professor,Mathematics,UC Riverside
819,Chen Qian,Professor,Computer Science and Engineering,UC Santa Cruz
820,Artur Davoyan,Associate Professor,Mechanical and Aerospace Engineering,UCLA
821,Xiaochuan Tian,Associate Professor,Department of Mathematics,UC San Diego
822,Andrew R Teel,Distinguished Professor,Electrical and Computer Engineering,UC Santa Barbara
823,Samuel Lau,Assistant Teaching Professor,Halıcıoğlu Data Science Institute,UC San Diego
824,Federico Echenique,Professor,Economics,UC Berkeley
