column_1,column_2,column_3,column_4,column_5
1232,Roman D Zarate,Assistant Professor,GPS,UC San Diego
1233,Tom Glaser,Professor,Cell Biology and Human Anatomy,UC Davis
1234,Davit Harutyunyan,Associate Professor,Mathematics,UC Santa Barbara
1235,Eliabeth Crone,Professor,Evolution & Ecology,UC Davis
1236,David Sraer,"Professor, James J. And Marianne B. Lowry Chair in Business",Haas School of Business,UC Berkeley
1237,Yang Zheng,Assistant Professor,Department of Electrical and Computer Engineering,UC San Diego
1238,Grace Yuh Chwen Lee,Associate Professor,Systems Biology,UC Irvine
1239,Yifan Chen,Assistant Professor,Mathematics,UCLA
1240,Cecile Gaubert,Professor,Economics,UC Berkeley
1241,J. Xavier Prochaska,Distinguished Professor,Astronomy & Astrophysics,UC Santa Cruz
1242,Yi Wang,Assistant Professor,Biological and Agricultural Engineering,UC Davis
1243,John Chaput,Professor,Pharmaceutical Sciences,UC Irvine
1244,Burkhard C. Schipper,Professor,Economics,UC Davis
1245,Karen Holl,Distinguished Professor,Environmental Studies,UC Santa Cruz
1246,Paul Renne,Professor in Residence,Earth and Planetary Science,UC Berkeley
1247,Francis Macdonald,Professor,Earth and Planetary Science,UC Berkeley
1248,Ronald Cohen,Professor,Chemistry,UC Berkeley
1249,Edward Zagha,Associate Professor,"Molecular, Cell & Systems Biology",UC Riverside
1250,Roland Burgmann,Professor,Earth and Planetary Science,UC Berkeley
1251,Arthur M. Shapiro,"Distinguished Professor, Emeritus",Evolution and Ecology,UC Davis
1252,Joshua S. Figueroa,Professor,Chemistry,UC San Diego
1253,John Ahlquist,Professor,"Political Science, School of Global Policy & Strategy",UC San Diego
1254,Lin He,Professor,Molecular and Cell Biology,UC Berkeley
1255,Karen Moller,"Senior Lecturer, Emerita",Scandinavian,UC Berkeley
1256,Hernan Garcia,Associate Professor,Molecular & Cell Biology and Physics,UC Berkeley
1257,Jay Gralla,Professor emeritus,Chemistry and biochemistry,UCLA
1258,Jose Rodriguez,Associate Professor,Chemistry & Biochemistry,UCLA
1259,Michael G Dyer,Professor Emeritus,Computer Science,UCLA
1260,Michael Ward,Professor,MCB & Neuroscience,UC Berkeley
1261,Chris Dames,Professor,Mechanical Engineering,UC Berkeley
1262,Martin P Wattenberg,Emeritus Professor,Political Science,UC Irvine
1263,Daniel Neuhauser,Professor,Chemistry and Biochemistry,UCLA
1264,Thomas Fay,Assistant Professor,Chemistry and Biochemistry,UCLA
1265,Julia Diaz,Associate Professor,Scripps Institution of Oceanography,UC San Diego
1266,Ulrike Malmendier,Professor,Department of Economics and Haas School of Business,UC Berkeley
1267,Peter Mark Felker,Professor Emeritus,Chemistry & Biochemistry,UCLA
1268,Mark Merrifield,Professor,Scripps Institution of Oceanography,UC San Diego
1269,Andrew C Kummel,Distinguished Professor,Chemistry,UC San Diego
1270,Chi-Hung (Charles) Liao,Lecturer,Economics,UC Davis
1271,Timothy Deming,Distinguished Professor,Bioengineering,UCLA
1272,Stacie Nakamoto,Continuing Lecturer,Chemistry & Biochemistry,UCLA
1273,Steven Clarke,Professor,Chemistry and Biochemistry,UCLA
1274,Samuel Kapon,Assistant Professor,Haas School of Business,UC Berkeley
1275,Robert Powell,Distinguished Professor Emeritus,Chemical Engineering,UC Davis
1276,Marla Feller,Professor,Neuroscience,UC Berkeley
1277,Claire Tomlin,Professor,Electrical Engineering and Computer Sciences,UC Berkeley
1278,Donald Rio,Professor,Molecular and Cell Biology,UC Berkeley
1279,"Michael Gertz, M.D.",Assistant Clinical Professor,Medicine,UCLA
1280,Georjana Barnes,Professor,Molecular and Cell Biology,UC Berkeley
1281,Andrew Meyertholen,Associate Teaching Professor,Physics,UC San Diego
1282,Michael Hance,Associate Professor,Physics,UC Santa Cruz
1283,Yuichiro Kamada,Professor,Haas School of Business,UC Berkeley
1284,David Eisenberg,Professor,Biological Chemistry,UCLA
1285,Amir Kermani,Professor,Haas School of Business,UC Berkeley
1286,Shankar Sastry,Professor,"EECS, Bio Engineering, Mechanical Engineering",UC Berkeley
1287,Benjamin J Schwartz,Distinguished Professor,Chemistry and Biochemistry,UCLA
1288,Terry Hendershott,Professor,Business,UC Berkeley
1289,Anastassia Alexandrova,Professor,Chemistry and Biochemistry,UCLA
1290,Craig Merlic,Distinguished Research Professor,Chemistry & Biochemistry,UCLA
1291,Olivia Bordeu,Assistant Professor,Berkeley Haas,UC Berkeley
1292,Anne Andrews,Professor,"Psychiatry, Chemistry & Biochemistry, Bioengineering",UCLA
1293,Antoine Levy,Assistant Professor,Haas School of Business,UC Berkeley
1294,Eric Baković,Professor and Chair,Linguistics,UC San Diego
1295,Eric Wu,Assistant Adjunct Professor,Chemistry and Biochemistry,UCLA
1296,Yizhou Sun,Professor,Computer Science,UCLA
1297,Stefan Petrovic,Assistant Professor,Chemistry and Biochemistry,UCLA
1298,Peter Homyak,Associate Professor,Environmental Sciences,UC Riverside
1299,Jason Marden,Professor,Electrical and Computer Engineering,UC Santa Barbara
1300,Soumitra Athavale,Assistant Professor,Chemistry and Biochemistry,UCLA
1301,Jessica Arlett,Assistant Teaching Professor,Physics,UC San Diego
1302,Pamela Smith,Professor,Rady School of Management,UC San Diego
1303,Catherine Constable,Distinguished Professor,Scripps Institution of Oceanography,UC San Diego
1304,Lisa Iwamoto,Professor,Architecture,UC Berkeley
1305,Paula Diaconescu,Professor,Chemistry and Biochemistry,UCLA
1306,Christopher Edwards,Professor,Ocean Sciences,UC Santa Cruz
1307,Rex Handford,Assistant professor,Chemistry,UC Irvine
1308,Richard Kaner,Distinguished Professor,Chemistry & Biochemistry,UCLA
1309,Munseob Lee,Associate Professor,School of Global Policy and Strategy,UC San Diego
1310,Carlos J Bustamante,Professor,"MCB, Physics and Chemistry",UC Berkeley
1311,Matilde Bombardini,Professor,Haas School of Business,UC Berkeley
1312,Armin Schwartzman,Professor,Halicioglu Data Science Institute,UC San Diego
1313,Ricardo Sanfelice,Professor and Department Chair,ECE,UC Santa Cruz
1314,Fabian Trottner,Assistant Professor,Economics,UC San Diego
1315,David Reinkensmeyer,Professor,Mechanical and Aerospace Engineering,UC Irvine
1316,Laura Weiwu,Assistant Professor,Haas School of Business,UC Berkeley
1317,Gary L Firestone,Professor of the Graduate School,Molecular and Cell Biology,UC Berkeley
1318,Nick Tsivanidis,Assistant Professor,Haas School of Business,UC Berkeley
1319,Paul Atzberger,Professor,Mathematics,UC Santa Barbara
1320,Emily Mrig,Assistant Professor,Clinical Pharmacy,UC San Francisco
1321,Krishna K. Niyogi,Professor,Plant and Microbial Biology,UC Berkeley
1322,Toni Mar,Lecturer,"Physical Education Program, College of L&S Biological Sciences",UC Berkeley
1323,Leif D. Nelson,Professor,Haas School of Business,UC Berkeley
1324,Jonathan Robinson,Professor and Chair,Economics,UC Santa Cruz
1325,Tomas Capaldi,Assistant Professor,Scripps Institution of Oceanography,UC San Diego
1326,Germaine A. Hoston,Professor,Political Science,UC San Diego
1327,Leonard Mueller,Professor and Chair,Chemistry,UC Riverside
1328,Adrian Borsa,Professor,Scripps Institution of Oceanography,UC San Diego
1329,Kenneth E Murphy,Assistant Professor of Teaching,Merage School of Business,UC Irvine
1330,Valerie Soon,Assistant Professor,Political Science,UC San Diego
1331,Steven Boggs,Professor,Astronomy & Astrophysics,UC San Diego
1332,Cailin Slattery,Assistant Professor,Haas School of Business,UC Berkeley
1333,Roy Wollman,Professor,Integrative Biology and Physiology,UCLA
1334,Bachus Schanker,Professor,Data Science,UC San Diego
1335,Michael Pirrung,Distinguished Professor,Chemistry,UC Riverside
1336,Ilan Morgenstern,Assistant Professor,Haas School of Business,UC Berkeley
1337,Mukesh Singhal,Professor,Electrical Engineering,UC Merced
1338,Oliver Schmidt,Associate Professor,Mechanical and Aerospace Engineering,UC San Diego
1339,Ken Kamrin,Professor,Mechanical Engineering,UC Berkeley
1340,Tucker Jones,Professor,Physics and Astronomy,UC Davis
1341,Son Chi Nguyen,Associate Professor,Chemistry and Biochemistry,UC Merced
1342,Jingyuan Hu,Assistant Professor,Merage School of Business,UC Irvine
1343,David Ardell,Professor,Molecular and Cell Biology,UC Merced
1344,Chee Wei Wong,Professor,Electrical & Computer Engineering,UCLA
1345,Katie Byl,Associate Professor,Electrical and Computer Engineering,UC Santa Barbara
1346,David Lederman,Professor,Physics,UC Santa Cruz
1347,Brett Poulin,Associate Professor,Environmental Toxicology,UC Davis
1348,Hayden Taylor,Professor,Mechanical Engineering,UC Berkeley
1349,Kevin Thornton,Professor,Systems Biology,UC Irvine
1350,Peter Young,Research Professor of Physics,Physics,UC Santa Cruz
1351,Alexander Sher,Professor,Physics,UC Santa Cruz
1352,Jim Schaaf,Lecturer Emeritus,Mechanical and Aerospace Engineering,UC Davis
1353,Michael E. Loik,Professor,Environmental Studies,UC Santa Cruz
1354,Howard Haber,Emeritus Professor,Physics,UC Santa Cruz
1355,Martin Lettau,Professor,Haas,UC Berkeley
1356,Natalia Lazzati,Associate Professor,Economics,UC Santa Cruz
1357,Melissa Gymrek,Associate Professor,Pediatrics,UC San Diego
1358,Alec M. Chan-Golston,Assistant Professor,Public Health,UC Merced
1359,A Susana Ramírez,Associate Professor,Public Health,UC Merced
1360,Chris Shannon,Professor,Economics and Mathematics,UC Berkeley
1361,B. Kelsey Jack,Associate Professor,Haas School of Business,UC Berkeley
1362,Sandie Ha,Associate Professor,Public Health,UC Merced
1363,Gabriel Tourek,Assistant Professor,Economics,UC Davis
1364,Marianne Page,Professor,Economics,UC Davis
1365,Giovanni Peri,Professor,Economics,UC Davis
1366,Jesse Rissman,Professor,Psychology,UCLA
1367,Michael Thompson,Assistant Professor,Chemistry and Biochemistry,UC Merced
1368,Anujit Chakraborty,Associate Professor,Economics,UC Davis
1369,Ilias Tagkopoulos,Professor,Computer Science,UC Davis
1370,Oscar Jorda,Professor,Economics,UC Davis
1371,Jeffrey Allen,Associate Professor of Teaching,Economics,UC Riverside
1372,Heather Haveman,Professor,Sociology and Haas,UC Berkeley
1373,Dave May,Associate Professor,Scripps Institution of Oceanography,UC San Diego
1374,Rudy M. Ortiz,Professor,MCB,UC Merced
1375,Paul Micevych,senior Associate Dean,Nursing,UCLA
1376,Wenting Song,Assistant Professor,Economics,UC Davis
1377,Michael Ragone,Morrey Visiting Assistant Professor,Mathematics,UC Berkeley
1378,Thomas Young,Professor,Civil and Environmental Engineering,UC Davis
1379,Barbara F. Walter,Rohr Professor of International Affairs,School of Global Policy & Strategy,UC San Diego
1380,Terence Chi Shen Tao,Professor,Mathematics,UCLA
1381,Darya Kavitskaya,Professor,Slavic Languages and Literatures; Linguistics,UC Berkeley
1382,Tania Morimoto,Associate Professor,Mechanical and Aerospace Engineering,UC San Diego
1383,Joel Norris,Professor,Scripps Institution of Oceanography,UC San Diego
1384,Robert S. Zucker,Professor of the Graduate School,Neuroscience,UC Berkeley
1385,Heather Shearer,Teaching Professor,Writing Program,UC Santa Cruz
1386,Geno Pawlak,Professor,Mechanical and Aerospace Engineering,UC San Diego
1387,Peter Burke,Professor,EECS,UC Irvine
1388,Subhash Suri,Professor,Computer Science,UC Santa Barbara
1389,Jeffrey Stopple,Professor Emeritus,Mathematics,UC Santa Barbara
1390,Ramesh Srinivasan,Professor,Cognitive Sciences,UC Irvine
1391,Prabhanjan Ananth,Associate Professor,Computer Science,UC Santa Barbara
1392,Jeffrey Richman,Distinguished Professor,Physics,UC Santa Barbara
1393,B.S. Manjunath,Professor,Electrical and Computer Engineering,UC Santa Barbara
1394,Steve Nash,Distinguished Professor,Marine Biology,UC Irvine
1395,Paul Erickson,Professor,Mechanical and Aerospace Engineering,UC Davis
1396,Rich Whittle,Assistant Professor,Mechanical and Aerospace Engineering,UC Davis
1397,Shima Nazari,Associate Professor,Mechanical and Aerospace Engineering,UC Davis
1398,Vijay Dhir,Distinguished Professor Emeritus,Engineering,UCLA
1399,William Holzapfel,Professor,Physics,UC Berkeley
1400,Ambuj Singh,Professor,Computer Science,UC Santa Barbara
1401,Francesco Paesani,Professor,Department of Chemistry,UC San Diego
1402,Emmanuel Theodorakis,Professor,Chemistry,UC San Diego
1403,Gabi Laske,Professor of Geophysics,Scripps Institution of Oceanography,UC San Diego
1404,Timothy Hanks,Associate Professor,Neurology; Center for Neuroscience,UC Davis
1405,Michael H O'Hare,Prof. of the Graduate School,Goldman School of Public Policy,UC Berkeley
1406,Joseph A Lewnard,Associate Professor,School of Public Health,UC Berkeley
1407,Carisa Harris Adamson,"Professor, UCSF; Adjunct Assoc Professor, UCB",Department of Medicine; School of Public Health,UC Berkeley
1408,Amelia Farid,Assistant Teaching Professor,Applied Mathematics,UC Merced
1409,Matthew Sadowski,Adjunct Assistant Professor,Music,UC Berkeley
1410,Johannes Wieland,Professor,Economics,UC San Diego
1411,Michael Tolley,Professor,Mechanical and Aerospace Engineering,UC San Diego
1412,Sutanu Sarkar,Professor,Mechanical and Aerospace Engineering,UC San Diego
1413,Juliet Morrison,Assistant Professor,Microbiology and Plant Pathology,UC Riverside
1414,Katherine Borkovich,Professor and Chair,Microbiology and Plant Pathology,UC Riverside
1415,Alison Gopnik,Professor in the Graduate School,Psychology,UC Berkeley
1416,Baharan Mirzasoleiman,Assistant Professor,Computer Science,UCLA
1417,Leo Zhou,Assistant Professor,Electrical and Computer Engineering,UCLA
1418,Paul AJ Beehler,Associate Professor of Teaching,Writing,UC Riverside
1419,Jean-Luc Margot,Professor,"Earth, Planetary, and Space Sciences; Physics and Astronomy",UCLA
1420,David Jewitt,Professor,"Earth, Planetary and Space Sciences",UCLA
1421,Amy Mainzer,Professor,"Earth, Planetary, and Space Sciences",UCLA
1422,Hilke Schlichting,Professor,"Earth, Planetary, and Space Sciences",UCLA
1423,Jonathan Aurnou,Professor and Chair,"Earth, Planetary and Space Sciences",UCLA
1424,Vassilis Angelopoulos,Professor,"Earth, Planetary, and Space Sciences",UCLA
1425,Carolina Lithgow-Bertelloni,Louis B. and Martha B. Slichter Endowed Chair in Geosciences,"Earth, Planetary, and Space Sciences",UCLA
1426,Xiao Wang,Assistant Professor,Chemistry and Biochemistry,UC Santa Cruz
1427,Lars Stixrude,Professor,"Earth, Planetary, and Space Sciences",UCLA
1428,Emma Gachomo,Associate Professor,Microbiology and Plant Pathology,UC Riverside
1429,Lash Keith Vance,Associate Professor of Teaching,Department of University Writing,UC Riverside
1430,Joseph Loo,Professor,Chemistry and Biochemistry,UCLA
1431,Rainer Doemer,Professor,EECS,UC Irvine
1432,Sonali Chaturvedi,Assistant Professor,Microbiology and Plant Pathology,UC Riverside
1433,Huixin Xu,Assistant Professor,Neurobiology and Behavior,UC Irvine
1434,Vivek Swarup,Professor,Neurobiology and Behavior,UC Irvine
1435,Sarah Tolbert,Distinguished Professor,Chemistry and Biochemistry,UCLA
1436,Stephen Mahler,Professor,Neurobiology & Behavior,UC Irvine
1437,Cho-Jui Hsieh,Associate Professor,Computer Science,UCLA
1438,Craig Stark,Professor,Neurobiology and Behavior,UC Irvine
1439,Luohua Jiang,Professor,Epidemiology & Biostatistics,UC Irvine
1440,Stefania Gori,Professor,Physics,UC Santa Cruz
1441,Alon Orlitsky,Professor,Electrical and Computer Engineering,UC San Diego
1442,James Borneman,Professor,Microbiology and Plant Pathology,UC Riverside
1443,Jason A Nielsen,Professor,Physics,UC Santa Cruz
1444,Amber Catherine Kerr,Lecturer,Energy and Resources,UC Berkeley
1445,Daniel Acland,Associate Professor of Research,Public Policy,UC Berkeley
1446,David Presti,Teaching Professor,Neuroscience,UC Berkeley
1447,Eitan Schechtman,Assistant Professor,Neurobiology and Behavior,UC Irvine
1448,Jishen Zhao,Professor,Computer Science and Engineering,UC San Diego
1449,Justin Eldridge,Teaching Professor,Data Science,UC San Diego
1450,Steven Ritz,Professor,Physics,UC Santa Cruz
1451,Michael M Fogler,Professor,Physics,UC San Diego
1452,Tingting Nian,Associate Professor,Merage School of Business,UC Irvine
1453,Megan Bartlett,Associate Professor,Viticulture and Enology,UC Davis
1454,Brad Hacker,Distinguished Professor Emeritus,Earth Science,UC Santa Barbara
1455,Christoph Schlom,Assistant Professor,Economics,UC Davis
1456,Chunlei Liu,Professor,"EECS, Neuroscience",UC Berkeley
1457,Amanda Coston,Assistant Professor,Statistics,UC Berkeley
1458,Ruixiang Zhang,Associate Professor,Mathematics,UC Berkeley
1459,Lior Sepunaru,Associate Prof.,Chemistry and Biochemistry,UC Santa Barbara
1460,Caroline Cole,Continuing Lecturer,College Writing Programs,UC Berkeley
1461,John Serences,Professor,Psychology,UC San Diego
1462,Kaustuv Roy,Professor and Vice Chair,"Ecology, Behavior and Evolution",UC San Diego
1463,Janet Sorensen,Professor,English,UC Berkeley
1464,Margo Odlum,Assistant Professor,Scripps Institution of Oceanography,UC San Diego
1465,Carlos J. Garcia Cervera,Professor,Mathematics,UC Santa Barbara
1466,Doris Bachtrog,Professor,Integrative Biology,UC Berkeley
1467,Rob Candler,Professor,Electrical and Computer Engineering,UCLA
1468,Ronald Amundson,Distinguished Professor,"Environmental Science, Policy, and Management",UC Berkeley
1469,Marta Serra-Garcia,Professor,Rady School of Management,UC San Diego
1470,Judson Boomhower,Associate Professor,Economics,UC San Diego
1471,Matt Kondolf,Professor,Landscape Architecture Environmental Planning,UC Berkeley
1472,Tim Gentner,Professor,Psychology and Neurobiology,UC San Diego
1473,Michael Spivey,Professor,Cognitive and Information Sciences,UC Merced
1474,Park Williams,Professor,Geography,UCLA
1475,Oliver Maxwell Arnold,Associate Professor,English,UC Berkeley
1476,William Mullins,Associate Professor,Rady School of Management,UC San Diego
1477,Andrew Winer,Associate Professor,Creative Writing,UC Riverside
1478,Tim Brelinski,Continuing Lecturer,Classics,UC Davis
1479,Sally Sadoff,Professor,Rady School of Management,UC San Diego
1480,John Chiang,Professor,Geography,UC Berkeley
1481,Tongyan Lin,Associate Professor,Physics,UC San Diego
1482,Martha Zuniga,Professor,MCD Biology,UC Santa Cruz
1483,Euiseok Kim,Assistant Professor,"Molecular, Cell, and Developmental Biology",UC Santa Cruz
1484,Alex Bloedel,Assistant Professor,Economics,UCLA
1485,Sofie Salama,Professor,"Molecular, Cell & Developmental Biology",UC Santa Cruz
1486,Yury Miller,Professor,Department of Medicine,UC San Diego
1487,Manu Sridharan,Professor,Computer Science and Engineering,UC Riverside
1488,Alexander Aue,Professor,Statistics,UC Davis
1489,Christiana Drake,Professor,Statistics,UC Davis
1490,William Sullivan,Professor,"Molecular, Cellular and Developmental Biology",UC Santa Cruz
1491,Antonio Luis Sanchez,Professor,Mechanical and Aerospace Engineering,UC San Diego
1492,Janet Broughton,Professor Emerita,Philosophy,UC Berkeley
1493,Philip Lubin,Professor,Physics,UC Santa Barbara
1494,Matthew Begley,Distinguished Professor,Mechanical Engineering,UC Santa Barbara
1495,Matthias Reinsch,"Continuing Lecturer, UC Berkeley [Former] / Lecturer, SDSU",Physics,UC Berkeley
1496,Miles Lopes,Associate Professor,Statistics,UC Davis
1497,Hans-Georg Müller,Professor,Statistics,UC Davis
1498,David T Pan,Professor,European Languages and Studies,UC Irvine
1499,Richard M. Carpiano,Professor,School of Public Policy,UC Riverside
1500,Grant Hartzog,Professor,MCD biology,UC Santa Cruz
1501,Jeffrey A. Barrett,Distinguished Professor,Logic and Philosophy of Science,UC Irvine
1502,Richard Futrell,Associate Professor,Language Science,UC Irvine
1503,Allison Hedge Coke,Distinguished Professor,CRWT,UC Riverside
1504,Burt Totaro,Professor,Mathematics,UCLA
1505,Mark Steyvers,Professor,Cognitive Sciences,UC Irvine
1506,Philbert Tsai,Associate Teaching Professor,Physics,UC San Diego
1507,Gabe Dupre,Assistant Professor,Philosophy,UC Davis
1508,Katie Burnette,Academic Coordinator,"Evolution, Ecology, & Organismal Biology",UC Riverside
1509,Chau Ngo,Assistant Adjunct Professor,UCLA Chemistry and Biochemistry,UCLA
1510,Swati Desai,Lecturer,Business,UC Riverside
1511,Kate Ryan Kuhlman,Associate Professor,Psychology,UC Irvine
1512,Anya Samek,Associate Professor,Rady School of Management,UC San Diego
1513,Michael McCullough,Professor,Psychology,UC San Diego
1514,Somayeh Dodge,Associate Professor,Geography,UC Santa Barbara
1515,Eran Mukamel,Professor,Cognitive Science,UC San Diego
1516,Thomas Burke,Assistant Professor,Microbiology and Molecular Genetics,UC Irvine
1517,Michael McClelland,Professor,Microbiology and Molecular Genetics,UC Irvine
1518,Yongsheng Shi,Professor,MMG,UC Irvine
1519,Walter Gekelman,Distinguised Research Professor,Physics,UCLA
1520,Ming Tan,Professor,"Microbiology & Molecular Genetics, and Medicine",UC Irvine
1521,Spencer Smith,Professor,ECE,UC Santa Barbara
1522,Joshua Morgan,Associate Professor,Bioengineering,UC Riverside
1523,Elena Kokkoni,Assistant Professor,Bioengineering,UC Riverside
1524,Patrick James Miller,Lecturer,Computer Science and Engineering,UC Riverside
1525,John Tamkun,Professor,"Molecular, Cell and Development Biology",UC Santa Cruz
1526,Akula Venkatram,Distinguished Professor,Mechanical Engineering,UC Riverside
1527,Hanna Kim,Assistant Professor,Psychology,UC Santa Cruz
1528,Hideaki Tsutsui,Professor,Mechanical Engineering,UC Riverside
1529,Tao Jiang,Distinguished Professor,Computer Science and Engineering,UC Riverside
1530,Ty Feng,Lecturer,Computer Science and Engineering,UC Riverside
1531,Reshma Menon,Assistant Teaching Professor,Mathematics,UC Merced
1532,Scott Brandenberg,Professor,Civil and Environmental Engineering,UCLA
1533,Kimberly Boswell,Assistant Adjunct Professor,Economics,UCLA
1534,Samanvaya Srivastava,Associate Professor,Chemical and Biomolecular Engineering,UCLA
1535,Joseph Distefano III,Professor,Computer Science,UCLA
1536,Ryan R. Rosario,Lecturer,Computer Science,UCLA
1537,Tina Treude,Professor,"Earth, Planetary, and Space Sciences",UCLA
1538,Richard Desjardins,Professor,Education,UCLA
1539,Kathleen McGarry,Professor,Economics,UCLA
1540,Kumar Rajaram,Professor,Management,UCLA
1541,Andrew Holbrook,Associate Professor,Biostatistics,UCLA
1542,Sudipto Banerjee,Professor and Senior Associate Dean,Biostatistics,UCLA
1543,Gaurav Sant,Professor,Civil and Environmental Engineering,UCLA
1544,Hung Ton-That,Professor,Dentistry,UCLA
1545,Michael F Carey,Professor,Biological Chemistry,UCLA
1546,Caroline Beghein,Professor,"Earth, Planetary, and Space Sciences",UCLA
1547,Kanji Ono,Professor Emeritus,Materials Sci and Engr.,UCLA
1548,Brent Corbin,Lecturer,Physics,UCLA
1549,Christine L Borgman,Distinguished Research Professor,Information Studies,UCLA
1550,Lars A. Lochstoer,Professor,Anderson School of Management,UCLA
1551,Sean Wang,Lecturer,Electrical & Computer Engineering,UCLA
1552,Daniel Schwalbe-Koda,Assistant Professor,Materials Science and Engineering,UCLA
1553,Elisa Long,Professor,Management,UCLA
1554,Marko Sokolich,Adjunct Professor,Electrical and Computer Engineering,UCLA
1555,Roger Varney,Assistant Professor,Atmospheric and Oceanic Sciences,UCLA
1556,Gang Li,Professor,Biostatistics,UCLA
1557,Steve Margulis,Professor,Civil and Environmental Engineering,UCLA
1558,Gang Chen,Professor,Atmospheric and Oceanic Sciences,UCLA
1559,Chad Hazlett,Professor,Statistics & Data Science; Political Science,UCLA
1560,Jenn-Ming Yang,Distinguished Professor,Materials Science and Engineering,UCLA
1561,Christine Suetterlin,Professor,Developmental and Cell Biology,UC Irvine
1562,Wentai Liu,Distinguished Professor,Bioengineering,UCLA
1563,Eric Bescher,Associate Adjunct Professor,Materials Science and Engineering,UCLA
1564,Harold G. Monbouquette,Professor,Chemical and Biomolecular Engineering,UCLA
1565,Emily Weisburst,Associate Professor,Public Policy,UCLA
1566,Patrick Lam,Continuing Lecturer,"Earth, Planetary and Space Sciences",UCLA
1567,Susan Perry,Professor,Anthropology,UCLA
1568,Velibor Misic,Associate Professor,Management,UCLA
1569,Liwei Chen,Professor,Epidmeiology,UCLA
1570,Alex Hall,Professor,Atmospheric and Oceanic Sciences,UCLA
1571,Sean Walsh,Associate Professor,Philosophy,UCLA
1572,Catherine Lord,Professor,Psychiatry,UCLA
